,Affiliated Artist,Weight,Original Artist,Affiliated Genre,Original Genre
1050,Gorillaz,544,Daft Punk,Hip-Hop/Rap,Dance
1051,Nile Rodgers,342,Daft Punk,Soul,Dance
1052,Pink Floyd,175,Daft Punk,Prog-Rock/Art Rock,Dance
1053,Bobby Shmurda,1522,Daft Punk,Hip-Hop,Dance
1054,Julian Casablancas,572,Daft Punk,Alternative,Dance
1055,The Chemical Brothers,166,Daft Punk,Electronic,Dance
1056,Rod Stewart,100107,Rod Stewart,Rock,Rock
1057,The Beatles,1392,Rod Stewart,Pop,Rock
1058,Michael Jackson,523,Rod Stewart,Pop,Rock
1059,Michael Jackson,523,Rod Stewart,Pop,Rock
1060,David Bowie,1199,Rod Stewart,Glam Rock,Rock
1061,Freddie Mercury,491,Rod Stewart,Rock,Rock
1062,The Rolling Stones,1594,Rod Stewart,Rock,Rock
1063,John Lennon,504,Rod Stewart,Rock,Rock
1064,Elton John,2803,Rod Stewart,Pop/Rock,Rock
1065,Dolly Parton,432,Rod Stewart,Country,Rock
1066,Bryan Adams,1126,Rod Stewart,,Rock
1067,Paul McCartney,886,Rod Stewart,Rock & Roll,Rock
1068,Eric Clapton,788,Rod Stewart,Blues-Rock,Rock
1069,Bruce Springsteen,649,Rod Stewart,Rock,Rock
1070,Cheap Trick,649,Rod Stewart,Rock,Rock
1071,Tina Turner,628,Rod Stewart,Pop,Rock
1072,Bee Gees,597,Rod Stewart,Disco,Rock
1073,Led Zeppelin,571,Rod Stewart,Rock,Rock
1074,Diana Ross,552,Rod Stewart,R&B/Soul,Rock
1075,Mick Jagger,535,Rod Stewart,Rock,Rock
1076,The Jeff Beck Group,557,Rod Stewart,,Rock
1077,Bob Dylan,551,Rod Stewart,Rock,Rock
1078,Stevie Wonder,459,Rod Stewart,R&B/Soul,Rock
1079,Joe Cocker,451,Rod Stewart,Rock,Rock
1080,Fleetwood Mac,441,Rod Stewart,Rock,Rock
